Day,Month,Hour,Minute,Class
23,8,0,30,HIGH
23,8,0,40,HIGH
23,8,0,50,HIGH
23,8,1,0,HIGH
23,8,1,10,HIGH
23,8,1,20,HIGH
23,8,1,30,HIGH
23,8,1,40,HIGH
23,8,1,50,HIGH
23,8,2,0,HIGH
23,8,2,10,HIGH
23,8,2,20,HIGH
23,8,2,30,HIGH
23,8,2,40,HIGH
23,8,2,50,HIGH
23,8,3,0,HIGH
23,8,3,10,HIGH
23,8,3,20,HIGH
23,8,3,30,HIGH
23,8,3,40,HIGH
23,8,3,50,HIGH
23,8,4,0,HIGH
23,8,4,10,HIGH
23,8,4,20,HIGH
23,8,4,30,HIGH
23,8,4,40,HIGH
23,8,4,50,HIGH
23,8,5,0,HIGH
23,8,5,10,HIGH
23,8,5,20,HIGH
23,8,5,30,HIGH
23,8,5,40,HIGH
23,8,5,50,HIGH
23,8,6,0,HIGH
23,8,6,10,HIGH
23,8,6,20,HIGH
23,8,6,30,HIGH
23,8,6,40,HIGH
23,8,6,50,HIGH
23,8,7,0,HIGH
23,8,7,10,HIGH
23,8,7,20,HIGH
23,8,7,30,HIGH
23,8,7,40,HIGH
23,8,7,50,HIGH
23,8,8,0,HIGH
23,8,8,10,HIGH
23,8,8,20,HIGH
23,8,8,30,HIGH
23,8,8,40,HIGH
23,8,8,50,HIGH
23,8,9,0,HIGH
23,8,9,10,HIGH
23,8,9,20,HIGH
23,8,9,30,HIGH
23,8,9,40,HIGH
23,8,9,50,HIGH
23,8,10,0,HIGH
23,8,10,10,NORMAL
23,8,10,20,HIGH
23,8,10,30,HIGH
23,8,10,40,HIGH
23,8,10,50,HIGH
23,8,11,0,HIGH
23,8,11,10,HIGH
23,8,11,20,NORMAL
23,8,11,30,NORMAL
23,8,11,40,NORMAL
23,8,11,50,HIGH
23,8,12,0,NORMAL
23,8,12,10,NORMAL
23,8,12,20,HIGH
23,8,12,30,HIGH
23,8,12,40,HIGH
23,8,12,50,HIGH
23,8,13,0,HIGH
23,8,13,10,NORMAL
23,8,13,20,NORMAL
23,8,13,30,HIGH
23,8,13,40,NORMAL
23,8,13,50,HIGH
23,8,14,0,NORMAL
23,8,14,10,NORMAL
23,8,14,20,NORMAL
23,8,14,30,NORMAL
23,8,14,40,NORMAL
23,8,14,50,NORMAL
23,8,15,0,NORMAL
23,8,15,10,NORMAL
23,8,15,20,NORMAL
23,8,15,30,NORMAL
23,8,15,40,NORMAL
23,8,15,50,NORMAL
23,8,16,0,NORMAL
23,8,16,10,NORMAL
23,8,16,20,NORMAL
23,8,16,30,NORMAL
23,8,16,40,NORMAL
23,8,16,50,NORMAL
23,8,17,0,NORMAL
23,8,17,10,NORMAL
23,8,17,20,NORMAL
23,8,17,30,NORMAL
23,8,17,40,NORMAL
23,8,17,50,NORMAL
23,8,18,0,NORMAL
23,8,18,10,NORMAL
23,8,18,20,NORMAL
23,8,18,30,NORMAL
23,8,18,40,NORMAL
23,8,18,50,NORMAL
23,8,19,0,NORMAL
23,8,19,10,NORMAL
23,8,19,20,NORMAL
23,8,19,30,NORMAL
23,8,19,40,NORMAL
23,8,19,50,NORMAL
23,8,20,0,NORMAL
23,8,20,10,NORMAL
23,8,20,20,NORMAL
23,8,20,30,NORMAL
23,8,20,40,NORMAL
23,8,20,50,NORMAL
23,8,21,0,NORMAL
23,8,21,10,NORMAL
23,8,21,20,NORMAL
23,8,21,30,NORMAL
23,8,21,40,NORMAL
23,8,21,50,HIGH
23,8,22,0,HIGH
23,8,22,10,HIGH
23,8,22,20,HIGH
23,8,22,30,HIGH
23,8,22,40,HIGH
23,8,22,50,HIGH
23,8,23,0,HIGH
23,8,23,10,HIGH
23,8,23,20,HIGH
23,8,23,30,HIGH
23,8,23,40,HIGH
23,8,23,50,HIGH
24,8,0,0,HIGH
24,8,0,10,HIGH
24,8,0,20,HIGH
24,8,0,30,HIGH
24,8,0,40,HIGH
24,8,0,50,HIGH
24,8,1,0,HIGH
24,8,1,10,HIGH
24,8,1,20,HIGH
24,8,1,30,HIGH
24,8,1,40,HIGH
24,8,1,50,HIGH
24,8,2,0,HIGH
24,8,2,10,HIGH
24,8,2,20,HIGH
24,8,2,30,HIGH
24,8,2,40,HIGH
24,8,2,50,HIGH
24,8,3,0,HIGH
24,8,3,10,HIGH
24,8,3,20,HIGH
24,8,3,30,HIGH
24,8,3,40,HIGH
24,8,3,50,HIGH
24,8,4,0,HIGH
24,8,4,10,HIGH
24,8,4,20,HIGH
24,8,4,30,HIGH
24,8,4,40,HIGH
24,8,4,50,HIGH
24,8,5,0,HIGH
24,8,5,10,HIGH
24,8,5,20,HIGH
24,8,5,30,HIGH
24,8,5,40,HIGH
24,8,5,50,HIGH
24,8,6,0,HIGH
24,8,6,10,HIGH
24,8,6,20,HIGH
24,8,6,30,HIGH
24,8,6,40,HIGH
24,8,6,50,HIGH
24,8,7,0,HIGH
24,8,7,10,HIGH
24,8,7,20,HIGH
24,8,7,30,HIGH
24,8,7,40,HIGH
24,8,7,50,HIGH
24,8,8,0,HIGH
24,8,8,10,HIGH
24,8,8,20,HIGH
24,8,8,30,HIGH
24,8,8,40,HIGH
24,8,8,50,HIGH
24,8,9,0,HIGH
24,8,9,10,HIGH
24,8,9,20,HIGH
24,8,9,30,HIGH
24,8,9,40,HIGH
24,8,9,50,HIGH
24,8,10,0,HIGH
24,8,10,10,HIGH
24,8,10,20,HIGH
24,8,10,30,HIGH
24,8,10,40,HIGH
24,8,10,50,HIGH
24,8,11,0,HIGH
24,8,11,10,HIGH
24,8,11,20,HIGH
24,8,11,30,HIGH
24,8,11,40,HIGH
24,8,11,50,HIGH
24,8,12,0,HIGH
24,8,12,10,HIGH
24,8,12,20,HIGH
24,8,12,30,HIGH
24,8,12,40,HIGH
24,8,12,50,HIGH
24,8,13,0,HIGH
24,8,13,10,HIGH
24,8,13,20,HIGH
24,8,13,30,HIGH
24,8,13,40,HIGH
24,8,13,50,HIGH
24,8,14,0,HIGH
24,8,14,10,HIGH
24,8,14,20,HIGH
24,8,14,30,HIGH
24,8,14,40,HIGH
24,8,14,50,HIGH
24,8,15,0,HIGH
24,8,15,10,HIGH
24,8,15,20,NORMAL
24,8,15,30,NORMAL
24,8,15,40,HIGH
24,8,15,50,HIGH
24,8,16,0,NORMAL
24,8,16,10,HIGH
24,8,16,20,HIGH
24,8,16,30,HIGH
24,8,16,40,HIGH
24,8,16,50,NORMAL
24,8,17,0,HIGH
24,8,17,10,HIGH
24,8,17,20,HIGH
24,8,17,30,HIGH
24,8,17,40,HIGH
24,8,17,50,HIGH
24,8,18,0,HIGH
24,8,18,10,HIGH
24,8,18,20,HIGH
24,8,18,30,HIGH
24,8,18,40,HIGH
24,8,18,50,HIGH
24,8,19,0,HIGH
24,8,19,10,NORMAL
24,8,19,20,NORMAL
24,8,19,30,NORMAL
24,8,19,40,NORMAL
24,8,19,50,NORMAL
24,8,20,0,NORMAL
24,8,20,10,NORMAL
24,8,20,20,NORMAL
24,8,20,30,NORMAL
24,8,20,40,NORMAL
24,8,20,50,NORMAL
24,8,21,0,HIGH
24,8,21,10,HIGH
24,8,21,20,HIGH
24,8,21,30,HIGH
24,8,21,40,HIGH
24,8,21,50,HIGH
24,8,22,0,HIGH
24,8,22,10,HIGH
24,8,22,20,HIGH
24,8,22,30,HIGH
24,8,22,40,HIGH
24,8,22,50,HIGH
24,8,23,0,HIGH
24,8,23,10,HIGH
24,8,23,20,HIGH
24,8,23,30,HIGH
24,8,23,40,HIGH
24,8,23,50,HIGH
25,8,0,0,HIGH
25,8,0,10,HIGH
25,8,0,20,HIGH
25,8,0,30,HIGH
25,8,0,40,HIGH
25,8,0,50,HIGH
25,8,1,0,HIGH
25,8,1,10,HIGH
25,8,1,20,HIGH
25,8,1,30,HIGH
25,8,1,40,HIGH
25,8,1,50,HIGH
25,8,2,0,HIGH
25,8,2,10,HIGH
25,8,2,20,HIGH
25,8,2,30,HIGH
25,8,2,40,HIGH
25,8,2,50,HIGH
25,8,3,0,HIGH
25,8,3,10,HIGH
25,8,3,20,HIGH
25,8,3,30,HIGH
25,8,3,40,HIGH
25,8,3,50,HIGH
25,8,4,0,HIGH
25,8,4,10,HIGH
25,8,4,20,HIGH
25,8,4,30,HIGH
25,8,4,40,HIGH
25,8,4,50,HIGH
25,8,5,0,HIGH
25,8,5,10,HIGH
25,8,5,20,HIGH
25,8,5,30,HIGH
25,8,5,40,HIGH
25,8,5,50,HIGH
25,8,6,0,HIGH
25,8,6,10,HIGH
25,8,6,20,HIGH
25,8,6,30,HIGH
25,8,6,40,HIGH
25,8,6,50,HIGH
25,8,7,0,HIGH
25,8,7,10,HIGH
25,8,7,20,HIGH
25,8,7,30,HIGH
25,8,7,40,HIGH
25,8,7,50,HIGH
25,8,8,0,HIGH
25,8,8,10,HIGH
25,8,8,20,HIGH
25,8,8,30,HIGH
25,8,8,40,HIGH
25,8,8,50,HIGH
25,8,9,0,HIGH
25,8,9,10,HIGH
25,8,9,20,HIGH
25,8,9,30,HIGH
25,8,9,40,HIGH
25,8,9,50,HIGH
25,8,10,0,HIGH
25,8,10,10,HIGH
25,8,10,20,HIGH
25,8,10,30,HIGH
25,8,10,40,HIGH
25,8,10,50,HIGH
25,8,11,0,HIGH
25,8,11,10,HIGH
25,8,11,20,HIGH
25,8,11,30,HIGH
25,8,11,40,HIGH
25,8,11,50,HIGH
25,8,12,0,HIGH
25,8,12,10,HIGH
25,8,12,20,HIGH
25,8,12,30,HIGH
25,8,12,40,HIGH
25,8,12,50,HIGH
25,8,13,0,HIGH
25,8,13,10,HIGH
25,8,13,20,HIGH
25,8,13,30,HIGH
25,8,13,40,HIGH
25,8,13,50,HIGH
25,8,14,0,HIGH
25,8,14,10,HIGH
25,8,14,20,HIGH
25,8,14,30,HIGH
25,8,14,40,HIGH
25,8,14,50,HIGH
25,8,15,0,HIGH
25,8,15,10,HIGH
25,8,15,20,HIGH
25,8,15,30,HIGH
25,8,15,40,HIGH
25,8,15,50,HIGH
25,8,16,0,HIGH
25,8,16,10,HIGH
25,8,16,20,HIGH
25,8,16,30,HIGH
25,8,16,40,HIGH
25,8,16,50,HIGH
25,8,17,0,HIGH
25,8,17,10,NORMAL
25,8,17,20,HIGH
25,8,17,30,HIGH
25,8,17,40,HIGH
25,8,17,50,HIGH
25,8,18,0,HIGH
25,8,18,10,HIGH
25,8,18,20,HIGH
25,8,18,30,HIGH
25,8,18,40,HIGH
25,8,18,50,NORMAL
25,8,19,0,NORMAL
25,8,19,10,NORMAL
25,8,19,20,NORMAL
25,8,19,30,NORMAL
25,8,19,40,NORMAL
25,8,19,50,NORMAL
25,8,20,0,NORMAL
25,8,20,10,NORMAL
25,8,20,20,NORMAL
25,8,20,30,HIGH
25,8,20,40,HIGH
25,8,20,50,NORMAL
25,8,21,0,NORMAL
25,8,21,10,NORMAL
25,8,21,20,NORMAL
25,8,21,30,HIGH
25,8,21,40,NORMAL
25,8,21,50,HIGH
25,8,22,0,HIGH
25,8,22,10,HIGH
25,8,22,20,HIGH
25,8,22,30,HIGH
25,8,22,40,HIGH
25,8,22,50,HIGH
25,8,23,0,HIGH
25,8,23,10,HIGH
25,8,23,20,HIGH
25,8,23,30,HIGH
25,8,23,40,HIGH
25,8,23,50,HIGH
26,8,0,0,HIGH
26,8,0,10,HIGH
26,8,0,20,HIGH
26,8,0,30,HIGH
26,8,0,40,HIGH
26,8,0,50,HIGH
26,8,1,0,HIGH
26,8,1,10,HIGH
26,8,1,20,HIGH
26,8,1,30,HIGH
26,8,1,40,HIGH
26,8,1,50,HIGH
26,8,2,0,HIGH
26,8,2,10,HIGH
26,8,2,20,HIGH
26,8,2,30,HIGH
26,8,2,40,HIGH
26,8,2,50,HIGH
26,8,3,0,HIGH
26,8,3,10,HIGH
26,8,3,20,HIGH
26,8,3,30,HIGH
26,8,3,40,HIGH
26,8,3,50,HIGH
26,8,4,0,HIGH
26,8,4,10,HIGH
26,8,4,20,HIGH
26,8,4,30,HIGH
26,8,4,40,HIGH
26,8,4,50,HIGH
26,8,5,0,HIGH
26,8,5,10,HIGH
26,8,5,20,HIGH
26,8,5,30,HIGH
26,8,5,40,HIGH
26,8,5,50,HIGH
26,8,6,0,HIGH
26,8,6,10,HIGH
26,8,6,20,HIGH
26,8,6,30,HIGH
26,8,6,40,HIGH
26,8,6,50,HIGH
26,8,7,0,HIGH
26,8,7,10,HIGH
26,8,7,20,HIGH
26,8,7,30,HIGH
26,8,7,40,HIGH
26,8,7,50,HIGH
26,8,8,0,HIGH
26,8,8,10,HIGH
26,8,8,20,HIGH
26,8,8,30,HIGH
26,8,8,40,HIGH
26,8,8,50,HIGH
26,8,9,0,HIGH
26,8,9,10,HIGH
26,8,9,20,HIGH
26,8,9,30,HIGH
26,8,9,40,HIGH
26,8,9,50,HIGH
26,8,10,0,HIGH
26,8,10,10,HIGH
26,8,10,20,HIGH
26,8,10,30,HIGH
26,8,10,40,HIGH
26,8,10,50,HIGH
26,8,11,0,NORMAL
26,8,11,10,NORMAL
26,8,11,20,NORMAL
26,8,11,30,NORMAL
26,8,11,40,NORMAL
26,8,11,50,HIGH
26,8,12,0,HIGH
26,8,12,10,HIGH
26,8,12,20,HIGH
26,8,12,30,HIGH
26,8,12,40,HIGH
26,8,12,50,HIGH
26,8,13,0,HIGH
26,8,13,10,HIGH
26,8,13,20,HIGH
26,8,13,30,HIGH
26,8,13,40,HIGH
26,8,13,50,HIGH
26,8,14,0,HIGH
26,8,14,10,HIGH
26,8,14,20,HIGH
26,8,14,30,HIGH
26,8,14,40,HIGH
26,8,14,50,HIGH
26,8,15,0,HIGH
26,8,15,10,HIGH
26,8,15,20,HIGH
26,8,15,30,HIGH
26,8,15,40,HIGH
26,8,15,50,HIGH
26,8,16,0,HIGH
26,8,16,10,HIGH
26,8,16,20,HIGH
26,8,16,30,HIGH
26,8,16,40,HIGH
26,8,16,50,NORMAL
26,8,17,0,HIGH
26,8,17,10,NORMAL
26,8,17,20,NORMAL
26,8,17,30,NORMAL
26,8,17,40,NORMAL
26,8,17,50,NORMAL
26,8,18,0,NORMAL
26,8,18,10,NORMAL
26,8,18,20,NORMAL
26,8,18,30,NORMAL
26,8,18,40,NORMAL
26,8,18,50,HIGH
26,8,19,0,NORMAL
26,8,19,10,NORMAL
26,8,19,20,NORMAL
26,8,19,30,NORMAL
26,8,19,40,NORMAL
26,8,19,50,NORMAL
26,8,20,0,NORMAL
26,8,20,10,NORMAL
26,8,20,20,NORMAL
26,8,20,30,NORMAL
26,8,20,40,NORMAL
26,8,20,50,NORMAL
26,8,21,0,NORMAL
26,8,21,10,NORMAL
26,8,21,20,HIGH
26,8,21,30,HIGH
26,8,21,40,HIGH
26,8,21,50,HIGH
26,8,22,0,HIGH
26,8,22,10,HIGH
26,8,22,20,HIGH
26,8,22,30,HIGH
26,8,22,40,HIGH
26,8,22,50,HIGH
26,8,23,0,HIGH
26,8,23,10,HIGH
26,8,23,20,HIGH
26,8,23,30,HIGH
26,8,23,40,HIGH
26,8,23,50,HIGH
27,8,0,0,HIGH
27,8,0,10,HIGH
27,8,0,20,HIGH
27,8,0,30,HIGH
27,8,0,40,HIGH
27,8,0,50,HIGH
27,8,1,0,HIGH
27,8,1,10,HIGH
27,8,1,20,HIGH
27,8,1,30,HIGH
27,8,1,40,HIGH
27,8,1,50,HIGH
27,8,2,0,HIGH
27,8,2,10,HIGH
27,8,2,20,HIGH
27,8,2,30,HIGH
27,8,2,40,HIGH
27,8,2,50,HIGH
27,8,3,0,HIGH
27,8,3,10,HIGH
27,8,3,20,HIGH
27,8,3,30,HIGH
27,8,3,40,HIGH
27,8,3,50,HIGH
27,8,4,0,HIGH
27,8,4,10,HIGH
27,8,4,20,HIGH
27,8,4,30,HIGH
27,8,4,40,HIGH
27,8,4,50,HIGH
27,8,5,0,HIGH
27,8,5,10,HIGH
27,8,5,20,HIGH
27,8,5,30,HIGH
27,8,5,40,HIGH
27,8,5,50,HIGH
27,8,6,0,HIGH
27,8,6,10,HIGH
27,8,6,20,HIGH
27,8,6,30,HIGH
27,8,6,40,HIGH
27,8,6,50,HIGH
27,8,7,0,HIGH
27,8,7,10,HIGH
27,8,7,20,HIGH
27,8,7,30,HIGH
27,8,7,40,HIGH
27,8,7,50,HIGH
27,8,8,0,HIGH
27,8,8,10,HIGH
27,8,8,20,HIGH
27,8,8,30,HIGH
27,8,8,40,HIGH
27,8,8,50,HIGH
27,8,9,0,HIGH
27,8,9,10,HIGH
27,8,9,20,HIGH
27,8,9,30,HIGH
27,8,9,40,HIGH
27,8,9,50,HIGH
27,8,10,0,HIGH
27,8,10,10,HIGH
27,8,10,20,HIGH
27,8,10,30,HIGH
27,8,10,40,HIGH
27,8,10,50,HIGH
27,8,11,0,HIGH
27,8,11,10,HIGH
27,8,11,20,HIGH
27,8,11,30,HIGH
27,8,11,40,HIGH
27,8,11,50,HIGH
27,8,12,0,HIGH
27,8,12,10,HIGH
27,8,12,20,HIGH
27,8,12,30,HIGH
27,8,12,40,HIGH
27,8,12,50,HIGH
27,8,13,0,HIGH
27,8,13,10,HIGH
27,8,13,20,HIGH
27,8,13,30,HIGH
27,8,13,40,HIGH
27,8,13,50,HIGH
27,8,14,0,HIGH
27,8,14,10,HIGH
27,8,14,20,HIGH
27,8,14,30,HIGH
27,8,14,40,HIGH
27,8,14,50,HIGH
27,8,15,0,HIGH
27,8,15,10,HIGH
27,8,15,20,HIGH
27,8,15,30,HIGH
27,8,15,40,HIGH
27,8,15,50,HIGH
27,8,16,0,HIGH
27,8,16,10,HIGH
27,8,16,20,HIGH
27,8,16,30,HIGH
27,8,16,40,HIGH
27,8,16,50,HIGH
27,8,17,0,HIGH
27,8,17,10,NORMAL
27,8,17,20,NORMAL
27,8,17,30,NORMAL
27,8,17,40,NORMAL
27,8,17,50,NORMAL
27,8,18,0,NORMAL
27,8,18,10,HIGH
27,8,18,20,HIGH
27,8,18,30,HIGH
27,8,18,40,HIGH
27,8,18,50,HIGH
27,8,19,0,HIGH
27,8,19,10,HIGH
27,8,19,20,NORMAL
27,8,19,30,NORMAL
27,8,19,40,NORMAL
27,8,19,50,NORMAL
27,8,20,0,NORMAL
27,8,20,10,NORMAL
27,8,20,20,NORMAL
27,8,20,30,NORMAL
27,8,20,40,NORMAL
27,8,20,50,NORMAL
27,8,21,0,NORMAL
27,8,21,10,NORMAL
27,8,21,20,HIGH
27,8,21,30,HIGH
27,8,21,40,HIGH
27,8,21,50,HIGH
27,8,22,0,HIGH
27,8,22,10,HIGH
27,8,22,20,HIGH
27,8,22,30,HIGH
27,8,22,40,HIGH
27,8,22,50,HIGH
27,8,23,0,HIGH
27,8,23,10,HIGH
27,8,23,20,HIGH
27,8,23,30,HIGH
27,8,23,40,HIGH
27,8,23,50,HIGH
28,8,0,0,HIGH
28,8,0,10,HIGH
28,8,0,20,HIGH
28,8,0,30,HIGH
28,8,0,40,HIGH
28,8,0,50,HIGH
28,8,1,0,HIGH
28,8,1,10,HIGH
28,8,1,20,HIGH
28,8,1,30,HIGH
28,8,1,40,HIGH
28,8,1,50,HIGH
28,8,2,0,HIGH
28,8,2,10,HIGH
28,8,2,20,HIGH
28,8,2,30,HIGH
28,8,2,40,HIGH
28,8,2,50,HIGH
28,8,3,0,HIGH
28,8,3,10,HIGH
28,8,3,20,HIGH
28,8,3,30,HIGH
28,8,3,40,HIGH
28,8,3,50,HIGH
28,8,4,0,HIGH
28,8,4,10,HIGH
28,8,4,20,HIGH
28,8,4,30,HIGH
28,8,4,40,HIGH
28,8,4,50,HIGH
28,8,5,0,HIGH
28,8,5,10,HIGH
28,8,5,20,HIGH
28,8,5,30,HIGH
28,8,5,40,HIGH
28,8,5,50,HIGH
28,8,6,0,HIGH
28,8,6,10,HIGH
28,8,6,20,HIGH
28,8,6,30,HIGH
28,8,6,40,HIGH
28,8,6,50,HIGH
28,8,7,0,HIGH
28,8,7,10,HIGH
28,8,7,20,HIGH
28,8,7,30,HIGH
28,8,7,40,HIGH
28,8,7,50,HIGH
28,8,8,0,HIGH
28,8,8,10,HIGH
28,8,8,20,HIGH
28,8,8,30,HIGH
28,8,8,40,HIGH
28,8,8,50,HIGH
28,8,9,0,HIGH
28,8,9,10,HIGH
28,8,9,20,NORMAL
28,8,9,30,NORMAL
28,8,9,40,NORMAL
28,8,9,50,NORMAL
28,8,10,0,NORMAL
28,8,10,10,NORMAL
28,8,10,20,LOW
28,8,10,30,NORMAL
28,8,10,40,NORMAL
28,8,10,50,NORMAL
28,8,11,0,LOW
28,8,11,10,LOW
28,8,11,20,LOW
28,8,11,30,LOW
28,8,11,40,LOW
28,8,11,50,LOW
28,8,12,0,LOW
28,8,12,10,LOW
28,8,12,20,LOW
28,8,12,30,LOW
28,8,12,40,LOW
28,8,12,50,LOW
28,8,13,0,LOW
28,8,13,10,LOW
28,8,13,20,LOW
28,8,13,30,LOW
28,8,13,40,LOW
28,8,13,50,LOW
28,8,14,0,LOW
28,8,14,10,LOW
28,8,14,20,LOW
28,8,14,30,LOW
28,8,14,40,LOW
28,8,14,50,LOW
28,8,15,0,LOW
28,8,15,10,LOW
28,8,15,20,LOW
28,8,15,30,LOW
28,8,15,40,LOW
28,8,15,50,LOW
28,8,16,0,LOW
28,8,16,10,LOW
28,8,16,20,LOW
28,8,16,30,LOW
28,8,16,40,LOW
28,8,16,50,LOW
28,8,17,0,LOW
28,8,17,10,LOW
28,8,17,20,LOW
28,8,17,30,LOW
28,8,17,40,LOW
28,8,17,50,LOW
28,8,18,0,LOW
28,8,18,10,LOW
28,8,18,20,LOW
28,8,18,30,LOW
28,8,18,40,LOW
28,8,18,50,LOW
28,8,19,0,LOW
28,8,19,10,NORMAL
28,8,19,20,NORMAL
28,8,19,30,NORMAL
28,8,19,40,NORMAL
28,8,19,50,NORMAL
28,8,20,0,NORMAL
28,8,20,10,NORMAL
28,8,20,20,NORMAL
28,8,20,30,NORMAL
28,8,20,40,NORMAL
28,8,20,50,NORMAL
28,8,21,0,NORMAL
28,8,21,10,NORMAL
28,8,21,20,NORMAL
28,8,21,30,HIGH
28,8,21,40,HIGH
28,8,21,50,HIGH
28,8,22,0,HIGH
28,8,22,10,HIGH
28,8,22,20,HIGH
28,8,22,30,HIGH
28,8,22,40,HIGH
28,8,22,50,HIGH
28,8,23,0,HIGH
28,8,23,10,HIGH
28,8,23,20,HIGH
28,8,23,30,HIGH
28,8,23,40,HIGH
28,8,23,50,HIGH
29,8,0,0,HIGH
29,8,0,10,HIGH
29,8,0,20,HIGH
29,8,0,30,HIGH
29,8,0,40,HIGH
29,8,0,50,HIGH
29,8,1,0,HIGH
29,8,1,10,HIGH
29,8,1,20,HIGH
29,8,1,30,HIGH
29,8,1,40,HIGH
29,8,1,50,HIGH
29,8,2,0,HIGH
29,8,2,10,HIGH
29,8,2,20,HIGH
29,8,2,30,HIGH
29,8,2,40,HIGH
29,8,2,50,HIGH
29,8,3,0,HIGH
29,8,3,10,HIGH
29,8,3,20,HIGH
29,8,3,30,HIGH
29,8,3,40,HIGH
29,8,3,50,HIGH
29,8,4,0,HIGH
29,8,4,10,HIGH
29,8,4,20,HIGH
29,8,4,30,HIGH
29,8,4,40,HIGH
29,8,4,50,HIGH
29,8,5,0,HIGH
29,8,5,10,HIGH
29,8,5,20,HIGH
29,8,5,30,HIGH
29,8,5,40,HIGH
29,8,5,50,HIGH
29,8,6,0,HIGH
29,8,6,10,HIGH
29,8,6,20,HIGH
29,8,6,30,HIGH
29,8,6,40,HIGH
29,8,6,50,HIGH
29,8,7,0,HIGH
29,8,7,10,HIGH
29,8,7,20,HIGH
29,8,7,30,HIGH
29,8,7,40,HIGH
29,8,7,50,HIGH
29,8,8,0,NORMAL
29,8,8,10,NORMAL
29,8,8,20,NORMAL
29,8,8,30,NORMAL
29,8,8,40,LOW
29,8,8,50,NORMAL
29,8,9,0,LOW
29,8,9,10,LOW
29,8,9,20,LOW
29,8,9,30,LOW
29,8,9,40,LOW
29,8,9,50,LOW
29,8,10,0,LOW
29,8,10,10,LOW
29,8,10,20,LOW
29,8,10,30,LOW
29,8,10,40,LOW
29,8,10,50,LOW
29,8,11,0,LOW
29,8,11,10,LOW
29,8,11,20,LOW
29,8,11,30,LOW
29,8,11,40,LOW
29,8,11,50,LOW
29,8,12,0,LOW
29,8,12,10,LOW
29,8,12,20,LOW
29,8,12,30,LOW
29,8,12,40,LOW
29,8,12,50,LOW
29,8,13,0,LOW
29,8,13,10,LOW
29,8,13,20,LOW
29,8,13,30,LOW
29,8,13,40,LOW
29,8,13,50,LOW
29,8,14,0,LOW
29,8,14,10,LOW
29,8,14,20,LOW
29,8,14,30,LOW
29,8,14,40,LOW
29,8,14,50,LOW
29,8,15,0,LOW
29,8,15,10,LOW
29,8,15,20,LOW
29,8,15,30,LOW
29,8,15,40,LOW
29,8,15,50,LOW
29,8,16,0,LOW
29,8,16,10,LOW
29,8,16,20,LOW
29,8,16,30,LOW
29,8,16,40,LOW
29,8,16,50,LOW
29,8,17,0,LOW
29,8,17,10,LOW
29,8,17,20,LOW
29,8,17,30,LOW
29,8,17,40,LOW
29,8,17,50,LOW
29,8,18,0,LOW
29,8,18,10,LOW
29,8,18,20,LOW
29,8,18,30,LOW
29,8,18,40,LOW
29,8,18,50,LOW
29,8,19,0,LOW
29,8,19,10,LOW
29,8,19,20,LOW
29,8,19,30,LOW
29,8,19,40,LOW
29,8,19,50,LOW
29,8,20,0,LOW
29,8,20,10,LOW
29,8,20,20,LOW
29,8,20,30,LOW
29,8,20,40,LOW
29,8,20,50,LOW
29,8,21,0,LOW
29,8,21,10,NORMAL
29,8,21,20,NORMAL
29,8,21,30,NORMAL
29,8,21,40,LOW
29,8,21,50,NORMAL
29,8,22,0,NORMAL
29,8,22,10,NORMAL
29,8,22,20,NORMAL
29,8,22,30,NORMAL
29,8,22,40,HIGH
29,8,22,50,HIGH
29,8,23,0,HIGH
29,8,23,10,HIGH
29,8,23,20,HIGH
29,8,23,30,HIGH
29,8,23,40,HIGH
29,8,23,50,HIGH
30,8,0,0,HIGH
30,8,0,10,HIGH
30,8,0,20,HIGH
30,8,0,30,HIGH
30,8,0,40,HIGH
30,8,0,50,HIGH
30,8,1,0,HIGH
30,8,1,10,HIGH
30,8,1,20,HIGH
30,8,1,30,HIGH
30,8,1,40,HIGH
30,8,1,50,HIGH
30,8,2,0,HIGH
30,8,2,10,HIGH
30,8,2,20,HIGH
30,8,2,30,HIGH
30,8,2,40,HIGH
30,8,2,50,HIGH
30,8,3,0,HIGH
30,8,3,10,HIGH
30,8,3,20,HIGH
30,8,3,30,HIGH
30,8,3,40,HIGH
30,8,3,50,HIGH
30,8,4,0,HIGH
30,8,4,10,HIGH
30,8,4,20,HIGH
30,8,4,30,HIGH
30,8,4,40,HIGH
30,8,4,50,HIGH
30,8,5,0,HIGH
30,8,5,10,HIGH
30,8,5,20,HIGH
30,8,5,30,HIGH
30,8,5,40,HIGH
30,8,5,50,HIGH
30,8,6,0,HIGH
30,8,6,10,HIGH
30,8,6,20,HIGH
30,8,6,30,HIGH
30,8,6,40,HIGH
30,8,6,50,HIGH
30,8,7,0,HIGH
30,8,7,10,HIGH
30,8,7,20,HIGH
30,8,7,30,NORMAL
30,8,7,40,HIGH
30,8,7,50,HIGH
30,8,8,0,HIGH
30,8,8,10,NORMAL
30,8,8,20,NORMAL
30,8,8,30,HIGH
30,8,8,40,NORMAL
30,8,8,50,LOW
30,8,9,0,LOW
30,8,9,10,LOW
30,8,9,20,LOW
30,8,9,30,LOW
30,8,9,40,LOW
30,8,9,50,LOW
30,8,10,0,LOW
30,8,10,10,LOW
30,8,10,20,LOW
30,8,10,30,LOW
30,8,10,40,LOW
30,8,10,50,LOW
30,8,11,0,LOW
